City,Amount,Latitude,Longitude
"Pachora, India",463391,20.65625755,75.4011069175395
"Padra, India",1572795,25.3627965,75.9244966
"Padrauna, India",1261368,27.03180635,83.90103804538502
"Paithan, India",961502,19.4733594,75.3868103
"Pakaur, India",550408,24.64788505,87.84290308567452
"Palacole, India",1448660,16.53137155,81.68553062260926
"Palakkad, India",419214,10.78789845,76.47408711165895
"Palani, India",649085,10.497812750000001,77.50049340214429
"Palanpur, India",1238468,24.170100599999998,72.43169574086093
"Palasa Kasibugga, India",1687157,18.7722643,84.4099942
"Palghar, India",1031615,19.68086385,72.82537342511341
"Pali, India",749220,25.6040908,73.41560878556902
"Palia Kalan, India",402626,28.4312733,80.5810023
"Palitana, India",913235,21.5236104,71.8219597
"Palladam, India",820287,10.9708115,77.28172616917558
"Palwal, India",521113,28.176958900000002,77.37311203790532
"Palwancha, India",614347,17.5976713,80.7057072
"Panaji, India",404861,15.4989946,73.8282141
"Panchkula, India",676830,30.7137692,76.86827600027706
"Pandharkaoda, India",915276,,
"Pandharpur, India",1591077,17.7255921,75.30019362933085
"Pandhurna, India",1499485,21.5954798,78.5258489
"Pandua, India",677011,23.07026605,88.25833944146513
"Panipat, India",1542399,29.3912753,76.9771675
"Panna, India",152346,24.5,80.25
"Panruti, India",1081700,11.71597955,79.52096942061098
"Panvel, India",1061734,18.96558885,73.10288130582491
"Pappinisseri, India",758155,11.95398495,75.35236588122478
"Paradip, India",261358,20.286946049999997,86.67399790661415
"Paramakudi, India",706700,9.48671505,78.67227177440276
"Paravoor, India",1623438,12.126429,75.337317
"Parbhani, India",380226,19.29031365,76.60290343431203
"Parlakhemundi, India",632456,18.785724,84.0816192
"Parli, India",1036655,26.9238875,76.9112706
"Partur, India",611983,19.484898,76.25924877618277
"Parvathipuram, India",1553989,18.7649439,83.34458762599236
"Pasan, India",1078532,22.8440999,82.1982942
"Paschim Punropara, India",1020765,,
"Patan, India",530133,23.77405735,71.68373465668734
"Pathanamthitta, India",550328,9.278084100000001,76.97374429915658
"Pathankot, India",158943,32.2692452,75.6528858
"Pathri, India",1194468,19.219461199999998,76.4284157989699
"Patiala, India",842145,30.2090874,76.3398720856221
"Patna, India",507114,25.6093239,85.1235252
"Patratu, India",622747,23.6310786,85.33447132277304
"Pattamundai, India",682739,20.5626441,86.59080686954783
"Patti, India",381180,25.94998965,82.18054488875742
"Pattukkottai, India",1093608,10.411803299999999,79.33776652736019
"Pavagada, India",1151618,14.1007288,77.2800053
"Pedana, India",509090,16.326251300000003,81.1516437879902
"Peddapuram, India",638562,17.09813605,82.13236972772236
"Pehowa, India",1142546,29.998410149999998,76.55831215630047
"Pen, India",755690,18.6973659,73.13672046831282
"Perambalur, India",1232281,11.2287716,78.8182555496278
"Peringathur, India",494488,11.7154805,75.58480743706592
"Perinthalmanna, India",539531,10.990946000000001,76.22992369222189
"Periyakulam, India",1149132,10.1105106,77.59723205337286
"Periyasemur, India",1430957,11.366551,77.6978494
"Pernampattu, India",898361,12.9366728,78.7187469
"Perumbavoor, India",607040,10.1147548,76.4778152
"Petlad, India",844514,22.4770467,72.8003365
"Phagwara, India",1256547,31.2206734,75.7696463
"Phalodi, India",1732625,27.1294121,72.3649644
"Phaltan, India",586211,17.9579342,74.41423536646538
"Phulabani, India",1551779,20.50756595,84.22731067744127
"Phusro, India",522989,23.7601823,85.9755003
"Pihani, India",1108142,27.6243099,80.2008125
"Pilani, India",1393524,28.3622661,75.6042342
"Pilibanga, India",194219,29.4916223,74.0790249
"Pilibhit, India",512516,28.690806600000002,79.83107248812297
"Pilkhuwa, India",858200,28.7142498,77.654851
"Pinjore, India",1279633,30.8042411,76.9149498
"Pipar City, India",1637606,26.385203,73.5382451
"Pipariya, India",1241212,25.2394168,86.15027692688179
"Pithampur, India",429936,22.6105576,75.6790283
"Pithapuram, India",1466243,17.1489922,82.23018860075135
"Pithoragarh, India",1229631,29.585871,80.215167
"Pollachi, India",929732,10.67047305,77.00991258704545
"Pondicherry, India",323586,11.9340568,79.8306447
"Ponnani, India",817943,10.77491915,75.97975130462257
"Ponnur, India",954135,16.0683776,80.5522462
"Porbandar, India",1276025,21.6409,69.611
"Porsa, India",1241869,26.6721388,78.3719802
"Port Blair, India",1111369,11.6645348,92.7390448
"Pratapgarh, India",1830405,25.75,81.75
"Proddatur, India",875740,14.752265900000001,78.54855180269425
"Pudukkottai, India",1583137,10.5,78.833333
"Pulgaon, India",891670,20.725766,78.3176067
"Puliyankudi, India",2057089,9.0341147,77.4365795
"Punalur, India",861922,8.94828515,77.02168488417499
"Punch, India",648662,32.2585418,75.5862618
"Pune, India",109313930,18.521428,73.8544541
"Punganur, India",309115,13.405603,78.55808373409377
"Puranpur, India",1196521,28.56941825,80.18107516667288
"Puri, India",369851,19.8076083,85.8252538
"Purna, India",700537,19.18104375,76.99403314900697
"Purnia, India",1019830,26.0,87.5
"Purulia, India",1115432,23.3435943,86.35726817110043
"Pusad, India",898870,19.88769135,77.48399628090309
"Puttur, India",1796277,13.418613950000001,79.5329474106502
"Raayachuru, India",1151002,,
"Rabkavi Banhatti, India",1409203,,
"Radhanpur, India",1354542,23.8315668,71.6103884
"Rae Bareli, India",1046223,26.25,81.25
"Raghogarh-Vijaypur, India",1028253,24.462893,77.1604574
"Raghunathganj, India",280258,24.4615088,88.0665362
"Rahuri, India",533512,19.40453175,74.61005747867654
"Raiganj, India",447927,25.680653900000003,88.12464576019889
"Raigarh, India",1828739,22.5,83.5
"Raipur, India",895696,21.2379469,81.6336833
"Raisen, India",1857202,23.25,78.083333
"Raisinghnagar, India",462102,29.535814,73.4459111
"Rajagangapur, India",1320124,22.182835150000002,84.62289139548452
"Rajahmundry, India",1119513,17.0050454,81.7804732
"Rajakhera, India",571686,26.8971615,78.1711602
"Rajampet, India",1485860,14.200322,79.11028621688962
"Rajapalayam, India",1124595,9.403158399999999,77.51826437085998
"Rajgarh (Churu), India",1019918,28.6415386,75.3852992
"Rajgir, India",512717,25.0299973,85.4207368
"Rajkot, India",978132,22.3053263,70.8028377
"Rajnandgaon, India",348682,20.9727404,80.69155548263583
"Rajpipla, India",717299,21.8697448,73.5048135
"Rajpura, India",503178,30.4776857,76.5937658
"Rajsamand, India",1817290,25.29131615,73.8244924740361
"Rajula, India",1366623,21.038617,71.4438845
"Ramachandrapuram, India",1036899,16.820723700000002,82.06252456511933
"Ramagundam, India",322362,18.7615156,79.4787848
"Ramanagaram, India",794804,17.005308,80.7108898
"Ramanathapuram, India",531288,9.3895523,78.85907071521498
"Ramdurg, India",1518981,15.9449549,75.2967797
"Rameshwaram, India",365380,9.2844657,79.3125553
"Ramganj Mandi, India",1514894,24.6453169,75.9430409
"Ramgarh, India",325847,23.598775949999997,85.53691564663127
"Ramnagar, India",2448619,29.42483385,79.09663522858392
"Ramngarh, India",1084727,,
"Rampur, India",1193879,24.890090999999998,83.73254274787365
"Rampura Phul, India",339672,30.2703978,75.2373537
"Rampurhat, India",1580932,24.1763069,87.7859569
"Ranaghat, India",1555228,23.1738124,88.563677
"Ranavav, India",1245169,21.6986198,69.7268474
"Ranchi, India",619502,23.3700501,85.3250387
"Ranebennuru, India",242748,14.6165795,75.6341529
"Ranibennur, India",591296,14.625888,75.6357245
"Ranipet, India",454896,12.9245871,79.3341878
"Rasipuram, India",398893,11.4911695,78.2411702303988
"Rasra, India",443484,25.8865235,83.88209173414475
"Ratangarh, India",1039420,28.0749601,74.6243533
"Rath, India",1242525,25.63463955,79.52638693149856
"Ratlam, India",148187,23.4805919,74.91778971237613
"Ratnagiri, India",636008,17.282607900000002,73.4569787039826
"Raurkela, India",1041140,22.21428495,84.87243686998576
"Raver, India",763072,21.22876205,75.99841514447535
"Rawatbhata, India",915679,24.9345886,75.5883278
"Rawatsar, India",445391,29.2631,74.4016
"Raxaul Bazar, India",604555,,
"Rayachoti, India",520500,14.062924800000001,78.71843326006439
"Rayadurg, India",678118,14.7006174,76.8495095
"Rayagada, India",113126,19.172095849999998,83.3350308502498
"Renukoot, India",1589009,24.2032305,83.0400348
"Repalle, India",385899,16.0191748,80.8313643
"Revelganj, India",1329656,25.7769093,84.68234857980572
"Rewa, India",1254432,24.756718,81.65493468694177
"Rewari, India",1266009,28.1956468,76.6165179
"Rishikesh, India",1155697,30.1086537,78.2916193
"Risod, India",1152693,20.038384100000002,76.83418393404364
"Robertsganj, India",1571540,24.5977192,83.16261211845588
"Robertson Pet, India",418586,35.9149993,-79.052303
"Rohtak, India",898778,28.9010899,76.5801935
"Roorkee, India",690299,29.8693496,77.8902124
"Rosera, India",883661,25.7798366,86.04254408305015
"Rudauli, India",937770,26.72658105,81.71043872043722
"Rudrapur, India",1574145,28.974744,79.3963951
"Rupnagar, India",528448,31.09168085,76.5272673916138
"Sabalgarh, India",291701,26.2483936,77.4099835
"Sadabad, India",1290657,27.40600445,78.03346974335031
"Sadasivpet, India",975690,17.6211902,77.9503264
"Sadulpur, India",441250,28.63758085,75.38506245254072
"Safidon, India",260866,29.37834295,76.62727469326614
"Sagar, India",1623661,23.80961225,78.75911360578634
"Sagara, India",350366,23.80961225,78.75911360578634
"Sagwara, India",707183,23.6733339,74.0249551
"Saharanpur, India",399583,29.9880774,77.5081299470512
"Saharsa, India",1016752,25.83264165,86.61489283342814
"Sahaswan, India",1519696,28.111908,78.74639723157563
"Sahibganj, India",729216,25.2820998,87.61850784289338
"Sailu, India",1776275,19.50589155,76.50246991608606
"Sainthia, India",1210821,23.8698858,87.67969840644172
"Salaya, India",260317,22.311004,69.6025978
"Salem, India",717148,11.6612012,78.1602498
"Salur, India",636922,18.5177,83.2081
"Samalkot, India",315905,17.0453164,82.1689895
"Samana, India",777874,24.5359971,80.2498947
"Samastipur, India",741869,25.7744929,85.86626813370123
"Sambalpur, India",932140,21.4706422,83.98368580351055
"Sambhal, India",1126449,28.61875255,78.55087405404802
"Sanand, India",1511507,23.0238876,72.3851475
"Sanawad, India",788773,22.1716912,76.0724656
"Sandila, India",447480,27.1275258,80.53906695154278
"Sanduru, India",776256,15.084389,76.5435934
"Sangamner, India",1315578,19.489917050000003,74.24637475177133
"Sangareddy, India",422376,17.86859205,77.8228199507381
"Sangaria, India",579070,29.7931482,74.4663078
"Sangli, India",675405,17.1726928,74.58676543279755
"Sangole, India",421187,17.41102785,75.16621771409594
"Sangrur, India",973162,30.2093363,75.8184224340909
"Sankarankoil, India",1313378,9.1473292,77.58655675906527
"Sankari, India",1785360,11.5330743,77.97340010370982
"Sankeshwara, India",1787051,16.2595741,74.4843495
"Santipur, India",919827,23.259345949999997,88.43721205880513
"Sarangpur, India",1289001,23.5702907,76.4722144
"Sardarshahar, India",665530,28.4403,74.4895
"Sardhana, India",1663388,29.148938049999998,77.63763422399805
"Sarni, India",207309,29.6477809,74.5732479
"Sasaram, India",860693,24.9001003,84.0182110684575
"Sasvad, India",528779,18.472818,73.9545184
"Satana, India",978783,24.5,81.0
"Satara, India",795401,17.63612885,74.29827807601782
"Sathyamangalam, India",463611,11.5523741,77.26537576524208
"Satna, India",302811,24.5,81.0
"Sattenapalle, India",679431,16.421400249999998,80.16888970550735
"Sattur, India",1126133,9.322676049999998,77.94184645933314
"Saunda, India",1861691,30.6179707,76.3367629
"Saundatti-Yellamma, India",559830,15.75447145,75.15388495055825
"Savanur, India",457539,14.9750243,75.3397064
"Savarkundla, India",493070,21.3394524,71.3082758
"Savner, India",990850,21.4307993,78.88704494799094
"Sawai Madhopur, India",879191,26.22914115,76.30453277017932
"Sedam, India",1007642,17.1772683,77.2823552
"Sehore, India",1436028,23.1156882,77.06623939176504
"Sendhwa, India",1080160,21.6870684,75.0920315
"Seohara, India",720446,29.2071574,78.5842226
"Seoni, India",985134,22.275878900000002,79.721044651047
"Seoni-Malwa, India",859305,22.4520024,77.4665358
"Shahabad Hardoi, India",874557,27.5994338,80.03260243745382
"Shahabad Rampur, India",458389,28.571204299999998,79.02055207870676
"Shahabad, India",1004345,28.571204299999998,79.02055207870676
"Shahade, India",1448775,21.597327749999998,74.56374241576653
"Shahbad, India",1095436,30.14855065,76.84074742084039
"Shahdol, India",1922564,23.3002343,81.364771
"Shahjahanpur, India",1212725,27.912633149999998,79.74656294869826
"Shahpur, India",388774,25.66420085,84.4288669373095
"Shahpura, India",1155984,25.625258,74.9274576
"Shajapur, India",1047754,23.37074105,76.62051527475785
"Shamli, India",324930,29.5008816,77.34838258540861
"Shamsabad Agra, India",399660,27.0170736,78.123465
"Shegaon, India",1424378,20.7756259,76.61195368171651
"Sheikhpura, India",1016687,25.12635425,85.81510620944194
"Shenkottai, India",1195451,9.024178,77.23372730415451
"Sheopur, India",900305,25.6656611,76.6954843
"Sherghati, India",232626,24.593938950000002,84.84789028985003
"Sherkot, India",1092341,29.3248768,78.5732637
"Shikaripur, India",892659,,
"Shikarpur Bulandshahr, India",717996,28.2325472,78.0636982800424
"Shikohabad, India",1932391,27.0366038,78.6514361805649
"Shillong, India",475181,25.5760446,91.8825282
"Shimla, India",834452,31.1041526,77.1709729
"Shirdi, India",1408771,19.7668121,74.4754386
"Shirpur-Warwade, India",372501,,
"Shirur, India",931507,18.76109885,74.20952895424165
"Shivamogga, India",926147,13.9326093,75.574978
"Shivpuri, India",826280,25.37524125,77.82811932629714
"Sholingur, India",1234965,,
"Shoranur, India",715258,10.7637196,76.272355
"Shrigonda, India",1158839,18.67638375,74.67093388983076
"Shrirampur, India",580727,19.64228445,74.70103607472412
"Shujalpur, India",625884,23.3805757,76.7232104
"Siana, India",816221,28.5730085,78.07731880324079
"Sibsagar, India",1559750,26.96388985,94.58213344568205
"Siddipet, India",1011516,18.005585099999998,78.89611304969961
"Sidhi, India",1474975,24.25,82.0
"Sidhpur, India",1589028,22.10390075,69.46479455225894
"Sidlaghatta, India",669263,13.3885218,77.8641332
"Sihor, India",823051,27.9359152,75.9125232
"Sihora, India",1018957,21.4616995,79.8365441
"Sikandra Rao, India",853858,27.6952614,78.39161619140066
"Sikandrabad, India",796677,28.416503499999997,77.73534746014593
"Sikar, India",231765,27.662826000000003,75.02792628691331
"Silchar, India",1139628,24.817861100000002,92.75622075294373
"Siliguri, India",856902,26.714547,88.43972157930162
"Sillod, India",1558185,20.2997045,75.6524885
"Simdega, India",717599,22.6664325,84.5502679119221
"Sindhagi, India",918731,,
"Sindhnur, India",732084,15.7620985,76.5950148
"Singrauli, India",1264062,24.1974432,82.6661453
"Sinnar, India",1653296,19.808175300000002,74.08914487513019
"Sira, India",778768,29.8481073,79.1753554
"Sircilla, India",1082462,18.3897573,78.8085973
"Sirhind Fatehgarh Sahib, India",1439504,30.625015,76.3853971
"Sirkali, India",529609,11.26590385,79.74432689119347
"Sirohi, India",469206,24.811404699999997,72.83002573160249
"Sironj, India",919483,24.101593,77.6905891
"Sirsa, India",1423169,29.583333,75.083333
"Sirsaganj, India",497406,27.0569981,78.686047
"Sirsi, India",609393,21.2170679,79.6511481
"Siruguppa, India",851580,15.6336064,76.8939231
"Sitamarhi, India",1667009,26.5876547,85.5056744
"Sitapur, India",1430928,27.5046392,80.82946583420815
"Sivaganga, India",295685,9.851231,78.53047154820717
"Sivakasi, India",1457684,9.4669895,77.77597856822051
"Siwan, India",1130051,26.1310043,84.39125660595198
"Sohna, India",696288,28.3241636,77.08486438023044
"Sojat, India",1138547,25.9245937,73.6652394
"Solan, India",790741,30.92589585,77.08200509063624
"Solapur, India",129732,17.84990665,75.27632027348457
"Sonamukhi, India",421734,23.3039507,87.42319208975196
"Sonepur, India",991009,25.69692585,85.13577199672577
"Sonipat, India",1292079,28.9953758,77.0233627
"Sopore, India",665273,34.3281272,74.47611863298505
"Soro, India",1085989,21.2997306,86.73683730021526
"Soron, India",1177991,27.8897862,78.7463761
"Sri Madhopur, India",587654,27.422620600000002,75.71287230424393
"Srikakulam, India",450291,18.32002205,83.91607719937166
"Srikalahasti, India",512633,13.7896547,79.64707713075806
"Srinagar, India",1412546,34.0747444,74.8204443
"Srivilliputhur, India",1784051,9.560136400000001,77.60912867038894
"Suar, India",861153,29.0151586,79.10048081093893
"Sugauli, India",566464,26.75652265,84.77791331432874
"Sujangarh, India",1452443,27.7011154,74.4649358
"Sullurpeta, India",293798,13.69367795,80.09953071418832
"Sultanganj, India",1378637,25.19965055,86.74092427574905
"Sultanpur, India",371163,26.242510850000002,82.29616931685918
"Sumerpur, India",1088270,25.1538056,73.0816488
"Sunabeda, India",2196178,18.734236850000002,82.83084682181051
"Sunam, India",776686,30.134004,75.8062777
"Sundargarh, India",679823,22.13327195,83.97965279931319
"Supaul, India",853038,26.2768118,86.79658662614811
"Surandai, India",913340,8.9678595,77.4352171
"Surapura, India",310842,16.5208523,76.7591995
"Surat, India",114486151,21.1864607,72.8081281
"Suratgarh, India",489871,29.3203309,73.9026728
"Suri, India",372297,23.9065776,87.5288788
"Suryapet, India",855649,17.08001385,79.7925329742427
"Tadepalligudem, India",383015,16.876586500000002,81.54514499050143
"Tadpatri, India",1506100,14.9382599,78.02786887950407
"Taki, India",256306,22.5859414,88.9267299
"Talaja, India",1178058,21.3545788,72.0368814
"Talcher, India",1236844,20.9458183,85.2111736
"Talegaon Dabhade, India",1020425,18.7337107,73.6728593
"Talikota, India",1083640,,
"Taliparamba, India",1037895,12.0994756,75.47057356867221
"Talode, India",877261,21.62029975,74.23171499035644
"Tamluk, India",610975,22.3028351,87.8688425271269
"Tanda, India",948327,26.51606805,82.69434723323808
"Tandur, India",1453869,18.1007856,78.0756739
"Tanuku, India",1305224,16.75414,81.685839
"Tarakeswar, India",378661,22.8546251,88.01622320020137
"Taranagar, India",1101147,28.6707787,75.0361419
"Tarikere, India",423561,13.7062309,75.8183561
"Tarn Taran, India",875459,31.351007,75.1501011
"Tasgaon, India",1351922,17.09048585,74.68326753168
"Tekkalakote, India",605950,15.5337852,76.8772225
"Tenali, India",986388,16.2377735,80.6464219
"Tenkasi, India",794072,9.031895800000001,77.36536124793122
"Terdal, India",498901,16.4936178,75.0468551
"Tezpur, India",868553,26.61695705,92.76500717365028
"Thakurdwara, India",971062,29.1043595,78.81583409295854
"Thana Bhawan, India",1092260,29.5869304,77.4169206
"Thane, India",635734,19.1943294,72.9701779
"Thanesar, India",336483,29.993039500000002,76.82922282678291
"Thangadh, India",832315,22.5743355,71.2000239
"Thanjavur, India",1027149,10.7860267,79.1381497
"Tharad, India",1680953,24.3897272,71.6292685
"Tharamangalam, India",1066494,11.6916951,77.96677
"Theni Allinagaram, India",856898,10.0235876,77.4793303
"Thirumangalam, India",1068672,9.79800945,77.92984261528223
"Thiruvalla, India",83524,9.3867448,76.5762652
"Thiruvallur, India",664045,13.13014755,79.92435386254968
"Thiruvananthapuram, India",1199670,8.5241122,76.9360573
"Thiruvarur, India",1949608,10.73618605,79.63318659437627
"Thodupuzha, India",296684,9.883035249999999,76.76444289215709
"Thoubal, India",1010829,24.624587,94.04247928402684
"Thrissur, India",1125706,10.5256264,76.2132542
"Thuraiyur, India",848259,11.23020275,78.56506951981538
"Tikamgarh, India",922314,24.85450275,79.04698123882801
"Tilda Newra, India",1427578,,
"Tilhar, India",1197097,28.05723185,79.7421488507794
"Tindivanam, India",562643,12.2131306,79.6322142471716
"Tinsukia, India",620017,27.52016575,95.5306347312879
"Tiptur, India",1167391,13.258575,76.4737675
"Tiruchendur, India",1444107,8.5024607,78.05427595640626
"Tiruchengode, India",925418,11.38845225,77.97079099881387
"Tiruchirappalli, India",760070,10.804973,78.6870296
"Tirukalukundram, India",1218582,12.5744549,80.0748337535796
"Tirukkoyilur, India",842059,11.96371955,79.15013968781824
"Tirunelveli, India",739119,8.7012203,77.5792694
"Tirupathur, India",147028,12.453306399999999,78.55290857022919
"Tirupati, India",379791,13.77928955,79.83512262283737
"Tiruppur, India",966071,11.1017815,77.345192
"Tirur, India",26094,10.90450625,76.00142835463933
"Tiruttani, India",436781,13.1596519,79.55053744434807
"Tiruvannamalai, India",958852,12.22721295,79.07015554906167
"Tiruvethipuram, India",402025,12.6563891,79.5404577
"Tiruvuru, India",1302840,17.1132968,80.6107396
"Titlagarh, India",620952,20.2985474,83.17521981867318
"Tohana, India",1031746,29.6467786,75.81176210960223
"Tonk, India",254094,26.12214725,75.66375373932236
"Tuensang, India",177842,26.168505500000002,94.85819821659115
"Tuljapur, India",1421273,17.8773893,76.10316542109956
"Tumkur, India",1817072,13.3400771,77.1006208
"Tumsar, India",1144945,21.4452249,79.66647451458289
"Tundla, India",531012,27.23463675,78.2771309043707
"Tuni, India",592091,17.381941400000002,82.52074177882511
"Tura, India",772924,25.517377,90.2066783
"Uchgaon, India",603740,16.6969914,74.27496020123672
"Udaipur, India",2498194,24.578721,73.6862571
"Udaipurwati, India",2085303,27.7309897,75.4743975
"Udgir, India",2080182,18.43743615,77.11052147515852
"Udhagamandalam, India",1035784,11.471119,76.69065831269072
"Udhampur, India",1055622,33.0,75.166667
"Udumalaipettai, India",1080909,10.433381749999999,77.18551347905883
"Udupi, India",881141,13.3419169,74.7473232
"Ujhani, India",774007,27.9951096,79.0153138
"Ujjain, India",1671648,23.1885131,75.7716562
"Umarga, India",986051,17.8406534,76.58855543010085
"Umaria, India",383976,23.64319305,80.94239522009255
"Umarkhed, India",741484,19.5982171,77.91409929687705
"Umbergaon, India",492422,20.2498621,72.84127309056454
"Umred, India",784518,23.8441191,77.132585
"Umreth, India",428519,22.6990518,73.115045
"Una, India",687712,31.583333,76.25
"Unjha, India",264940,23.7968484,72.3818955
"Unnao, India",553884,26.57550365,80.61376177782856
"Upleta, India",1033298,21.7466811,70.2821426
"Uran Islampur, India",209070,17.0502198,74.2661719
"Uran, India",587365,18.85535115,73.02478066625523
"Uravakonda, India",772163,14.8722142,77.26206804106354
"Usilampatti, India",680739,9.9662267,77.82872510829625
"Uthamapalayam, India",425336,9.767329700000001,77.3313395501812
"Utraula, India",685699,27.23935865,82.39454509194364
"Vadakkuvalliyur, India",684923,,
"Vadalur, India",1231465,11.5551872,79.555067
"Vadipatti, India",300309,10.0790057,78.03600140899019
"Vadnagar, India",564131,23.7853622,72.6332132
"Vadodara, India",741915,22.2973142,73.1942567
"Vaijapur, India",630956,19.9479338,74.8303495918967
"Valparai, India",1152683,10.39017065,76.95120218001418
"Valsad, India",515904,20.4324018,73.1411715553577
"Vandavasi, India",293323,12.47006965,79.59517139268956
"Vaniyambadi, India",473101,12.610081749999999,78.75987014206322
"Vapi, India",1113789,20.3735482,72.9084376
"Varanasi, India",125313,25.3356491,83.0076292
"Varkala, India",807439,8.7342288,76.7257086
"Vasai-Virar, India",1011207,19.4258788,72.8224901
"Vatakara, India",1102870,11.5970724,75.5903655
"Vedaranyam, India",1138637,10.42794765,79.74895829623102
"Vellakoil, India",1008356,10.9569141,77.7160216
"Vellore, India",256179,12.7948109,79.0006410968549
"Venkatagiri, India",269084,14.010067750000001,79.48507330302013
"Veraval, India",295790,20.9101099,70.365279
"Vidisha, India",524759,23.916667,78.0
"Vijainagar Ajmer, India",538332,25.9304646,74.6513212
"Vijayapura, India",2445557,16.666667,75.916667
"Vijayawada, India",283421,16.5087586,80.6185102
"Vikarabad, India",624646,17.2702855,77.74529700637382
"Vikramasingapuram, India",838886,8.7141792,77.3892867
"Viluppuram, India",575712,11.9137874,79.50789297942772
"Vinukonda, India",426406,16.022056050000003,79.66448439991211
"Viramgam, India",1969608,23.1224522,72.0483946
"Virudhachalam, India",564432,11.54787515,79.38453998266513
"Virudhunagar, India",493244,9.5208936,77.8784563961865
"Visakhapatnam, India",1399880,17.7231276,83.3012842
"Visnagar, India",928985,23.7036823,72.5404601
"Vita, India",276648,17.271977,74.5372841
"Vizianagaram, India",612452,18.1120819,83.4052196224888
"Vrindavan, India",865590,27.5753726,77.6938045
"Vyara, India",1423531,21.1176744,73.3857702
"Wadgaon Road, India",1197874,18.4601433,73.8260099
"Wadhwan, India",328774,22.7028011,71.6723933
"Wadi, India",916698,17.051694,76.9912575
"Wai, India",451355,17.9423742,73.91925349215948
"Wanaparthy, India",125606,16.285294399999998,77.98644727021286
"Wani, India",539976,19.9755162,78.95918704575197
"Wankaner, India",484317,22.6153934,70.9495617
"Warangal, India",683345,17.9819448,79.5969982
"Wardha, India",542081,20.82562315,78.61314549522919
"Warisaliganj, India",468504,24.99210665,85.615510925
"Warora, India",960361,20.3279356,79.00781959381015
"Washim, India",1273139,20.28792095,77.23606281061035
"Wokha, India",459285,26.166667,94.25
"Yadgir, India",749443,16.7689044,77.1380381
"Yamunanagar, India",1080533,30.2112003,77.28638972360895
"Yanam, India",1484475,16.7333666,82.2145164
"Yavatmal, India",1200540,20.325703750000002,78.11691396684715
"Yawal, India",447939,21.22666185,75.69541123568386
"Yellandu, India",1399868,17.5915639,80.3216885
"Yemmiganur, India",366953,15.74712865,77.51206932473963
"Yerraguntla, India",728049,14.66318725,78.52186532340352
"Yevla, India",395106,20.0812256,74.53318331524869
"Zaidpur, India",723818,26.8305827,81.3296301
"Zamania, India",865634,25.45528745,83.66927939185426
"Zira, India",1640547,30.971299,74.9881797
"Zirakpur, India",549663,30.6557257,76.8200648
"Zunheboto, India",466429,26.0,94.5
